fixed,covidence_id,name_data_entry,shared_article_id,shared_parameter_id,name_data_entry.x,parameter_data_id,article_id,parameter_type,parameter_value,exponent,parameter_unit,parameter_lower_bound,parameter_upper_bound,parameter_value_type,parameter_uncertainty_single_value,parameter_uncertainty_singe_type,parameter_uncertainty_lower_value,parameter_uncertainty_upper_value,parameter_uncertainty_type,cfr_ifr_numerator,cfr_ifr_denominator,distribution_type,distribution_par1_value,distribution_par1_type,distribution_par1_uncertainty,distribution_par2_value,distribution_par2_type,distribution_par2_uncertainty,method_from_supplement,method_moment_value,cfr_ifr_method,method_r,method_disaggregated_by,method_disaggregated,method_disaggregated_only,riskfactor_outcome,riskfactor_name,riskfactor_occupation,riskfactor_significant,riskfactor_adjusted,population_sex,population_sample_type,population_group,population_age_min,population_age_max,population_sample_size,population_country,population_location,population_study_start_day,population_study_start_month,population_study_start_year,population_study_end_day,population_study_end_month,population_study_end_year,genome_site,genomic_sequence_available,other_delay_start,other_delay_end,inverse_param,ebola_variant,parameter_class,name_data_entry.y,double_extracted,num_rows,matching
1,448,Rebecca Nash,39_Rebecca Nash,93_Rebecca Nash,Rebecca Nash,93,39,Risk factors,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Mid outbreak,NA,NA,NA,FALSE,FALSE,Death,Age;Cormobidity;Other,NA,Not significant,Not adjusted,Both,Hospital based,NA,1,68,168,Guinea,Macenta and Nzerekore,29,11-Nov,2014,31,01-Jan,2015,NA,FALSE,NA,NA,FALSE,Unspecified,Risk factors,Rebecca Nash,1,1,0
1,448,Sabine,2_Sabine,6_Sabine,Sabine,6,2,Severity - case fatality rate (CFR),59,NA,Percentage (%),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Mid outbreak,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,Both,Hospital based,NA,1,68,168,Guinea,Macenta and Nzerekore,29,11-Nov,2014,31,01-Jan,2015,NA,FALSE,NA,NA,FALSE,Unspecified,Severity,Sabine,1,1,0
1,505,Sabine,4_Sabine,11_Sabine,Sabine,11,4,Risk factors,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Mid outbreak,NA,NA,NA,FALSE,FALSE,Infection,Age;Sex;Other,NA,NA,Adjusted,Both,NA,NA,NA,NA,NA,Guinea;Liberia;Sierra Leone,NA,NA,NA,NA,NA,07-Jul,2015,NA,FALSE,NA,NA,FALSE,Unspecified,Risk factors,Sabine,1,1,0
1,506,Kelly McCain,5_Kelly McCain,3_Kelly McCain,Kelly McCain,3,5,Human delay - serial interval,12,0,Days,1,30,Mean,6.2,Standard deviation (Sd),NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,End outbreak,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,Persons under investigation,NA,NA,109,Guinea,Nâ€™Zerekore,NA,08-Aug,2014,NA,02-Feb,2015,NA,FALSE,NA,NA,FALSE,Unspecified,Human delay,Kelly McCain,1,1,0
1,506,Kelly McCain,5_Kelly McCain,5_Kelly McCain,Kelly McCain,5,5,"Reproduction number (Effective, Re)",3,0,No units,NA,NA,Mean,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,End outbreak,NA,Empirical (contact tracing),NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,Household based,Persons under investigation,NA,NA,66,Guinea,Nâ€™Zerekore,NA,08-Aug,2014,NA,02-Feb,2015,NA,FALSE,NA,NA,FALSE,Unspecified,Reproduction number,Kelly McCain,1,1,0
1,506,Kelly McCain,5_Kelly McCain,70_Kelly McCain,Kelly McCain,70,5,"Reproduction number (Effective, Re)",2,0,No units,NA,NA,Mean,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,End outbreak,NA,Empirical (contact tracing),NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,Hospital based,Persons under investigation,NA,NA,8,Guinea,Nâ€™Zerekore,NA,08-Aug,2014,NA,02-Feb,2015,NA,FALSE,NA,NA,FALSE,Unspecified,Reproduction number,Kelly McCain,1,1,0
1,507,Patrick,1_Patrick,2_Patrick,Patrick,2,1,Growth rate (r),0.053,0,Per day,NA,NA,NA,0.003,Standard Error (SE),NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,TRUE,Unspecified,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Liberia,NA,17,03-Mar,2014,NA,08-Aug,2014,NA,FALSE,NA,NA,FALSE,Unspecified,Other,Patrick,1,1,0
1,507,Sabine,3_Sabine,7_Sabine,Sabine,7,3,Reproduction number (Basic R0),2.11,0,No units,NA,NA,NA,NA,NA,1.88,2.71,Other,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Unspecified,NA,Next generation matrix,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Liberia,NA,17,03-Mar,2014,NA,08-Aug,2014,NA,FALSE,NA,NA,FALSE,Unspecified,Reproduction number,Sabine,1,1,0
1,509,Rebecca Nash,10_Rebecca Nash,31_Rebecca Nash,Rebecca Nash,31,10,Human delay - other human delay (go to section),3,0,Days,NA,NA,Median,NA,NA,1,9,Range,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Unspecified,NA,NA,Other,TRUE,FALSE,NA,NA,NA,NA,NA,Both,Hospital based,Persons under investigation,25,75,27,NA,USA and Europe,NA,08-Aug,2014,NA,12-Dec,2015,NA,FALSE,Symptom Onset/Fever,Diagnosis,FALSE,Unspecified,Human delay,Rebecca Nash,1,1,0
1,509,Rebecca Nash,10_Rebecca Nash,28_Rebecca Nash,Rebecca Nash,28,10,Human delay - other human delay (go to section),4,0,Days,NA,NA,Median,NA,NA,0,15,Range,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Unspecified,NA,NA,Other,TRUE,FALSE,NA,NA,NA,NA,NA,Both,Hospital based,Persons under investigation,25,75,27,NA,USA and Europe,NA,08-Aug,2014,NA,12-Dec,2015,NA,FALSE,Symptom Onset/Fever,Admission to Care/Hospitalisation,FALSE,Unspecified,Human delay,Rebecca Nash,1,1,0
1,509,Rebecca Nash,10_Rebecca Nash,32_Rebecca Nash,Rebecca Nash,32,10,Human delay - other human delay (go to section),17.5,0,Days,NA,NA,Median,NA,NA,5,27,Range,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Unspecified,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,Unspecified,Hospital based,Persons under investigation,NA,NA,22,NA,USA and Europe,NA,08-Aug,2014,NA,12-Dec,2015,NA,FALSE,Symptom Onset/Fever,Negative RT-PCR,FALSE,Unspecified,Human delay,Rebecca Nash,1,1,0
1,509,Rebecca Nash,10_Rebecca Nash,33_Rebecca Nash,Rebecca Nash,33,10,Human delay - other human delay (go to section),10,0,Days,NA,NA,Median,NA,NA,6,11,Range,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Unspecified,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,Unspecified,Hospital based,Persons under investigation,NA,NA,5,NA,USA and Europe,NA,08-Aug,2014,NA,12-Dec,2015,NA,FALSE,Symptom Onset/Fever,IgM antibody detection,FALSE,Unspecified,Human delay,Rebecca Nash,1,1,0
1,509,Rebecca Nash,10_Rebecca Nash,34_Rebecca Nash,Rebecca Nash,34,10,Human delay - other human delay (go to section),11,0,Days,NA,NA,Median,NA,NA,9,11,Range,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Unspecified,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,Unspecified,Hospital based,Persons under investigation,NA,NA,6,NA,USA and Europe,NA,08-Aug,2014,NA,12-Dec,2015,NA,FALSE,Symptom Onset/Fever,IgG antibody detection,FALSE,Unspecified,Human delay,Rebecca Nash,1,1,0
1,509,Rebecca Nash,10_Rebecca Nash,37_Rebecca Nash,Rebecca Nash,37,10,Human delay - other human delay (go to section),20,0,Days,NA,NA,Median,NA,NA,10,40,Range,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Unspecified,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,Both,Hospital based,Persons under investigation,25,59,22,NA,USA and Europe,NA,08-Aug,2014,NA,12-Dec,2015,NA,FALSE,Admission to Care/Hospitalisation,Discharge from Care/Hospital,FALSE,Unspecified,Human delay,Rebecca Nash,1,1,0
1,509,Rebecca Nash,10_Rebecca Nash,38_Rebecca Nash,Rebecca Nash,38,10,Human delay - other human delay (go to section),7,0,Days,NA,NA,Median,NA,NA,2,11,Range,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Unspecified,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,Male,Hospital based,Persons under investigation,42,75,5,NA,USA and Europe,NA,08-Aug,2014,NA,12-Dec,2015,NA,FALSE,Admission to Care/Hospitalisation,Death,FALSE,Unspecified,Human delay,Rebecca Nash,1,1,0
1,509,Rebecca Nash,10_Rebecca Nash,40_Rebecca Nash,Rebecca Nash,40,10,Human delay - other human delay (go to section),28,0,Days,NA,NA,Median,NA,NA,14,48,Range,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Unspecified,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,Both,Hospital based,Persons under investigation,25,59,22,NA,USA and Europe,NA,08-Aug,2014,NA,12-Dec,2015,NA,FALSE,Symptom Onset/Fever,Discharge from Care/Hospital,FALSE,Unspecified,Human delay,Rebecca Nash,1,1,0
1,509,Rebecca Nash,10_Rebecca Nash,41_Rebecca Nash,Rebecca Nash,41,10,Human delay - other human delay (go to section),14,0,Days,NA,NA,Median,NA,NA,11,15,Range,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Unspecified,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,Male,Hospital based,Persons under investigation,42,75,5,NA,USA and Europe,NA,08-Aug,2014,NA,12-Dec,2015,NA,FALSE,Symptom Onset/Fever,Death,FALSE,Unspecified,Human delay,Rebecca Nash,1,1,0
1,509,Patrick,5_Patrick,10_Patrick,Patrick,10,5,Severity - case fatality rate (CFR),18.5,0,Percentage (%),NA,NA,Unspecified,NA,NA,NA,NA,NA,5,27,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Unspecified,Naive,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,Both,Hospital based,Persons under investigation,25,75,27,NA,USA and Europe,NA,08-Aug,2014,NA,12-Dec,2015,NA,FALSE,NA,NA,FALSE,Unspecified,Severity,Patrick,1,1,0
1,509,Rebecca Nash,10_Rebecca Nash,36_Rebecca Nash,Rebecca Nash,36,10,Risk factors,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Unspecified,NA,NA,NA,FALSE,FALSE,Death,Age;Other,NA,Significant,Unspecified,Both,Hospital based,Persons under investigation,25,75,27,NA,USA and Europe,NA,08-Aug,2014,NA,12-Dec,2015,NA,FALSE,NA,NA,FALSE,Unspecified,Risk factors,Rebecca Nash,1,1,0
1,509,Rebecca Nash,10_Rebecca Nash,96_Rebecca Nash,Rebecca Nash,96,10,Risk factors,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Unspecified,NA,NA,NA,FALSE,FALSE,Death,Sex;Cormobidity;Occupation;Other,Healthcare,Not significant,Unspecified,Both,Hospital based,Persons under investigation,25,75,27,NA,USA and Europe,NA,08-Aug,2014,NA,12-Dec,2015,NA,FALSE,NA,NA,FALSE,Unspecified,Risk factors,Rebecca Nash,1,1,0
1,525,Christian,5_Christian,13_Christian,Christian,13,5,Reproduction number (Basic R0),1.5,0,No units,NA,NA,Unspecified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,NA,Compartmental model,NA,FALSE,FALSE,NA,NA,NA,NA,NA,Unspecified,NA,NA,NA,NA,NA,Sierra Leone,NA,1,01-Jan,2014,NA,02-Feb,2015,NA,FALSE,NA,NA,FALSE,Unspecified,Reproduction number,Christian,1,1,0
1,525,Christian,5_Christian,14_Christian,Christian,14,5,Reproduction number (Basic R0),2.5,0,No units,NA,NA,Unspecified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,NA,Compartmental model,NA,FALSE,FALSE,NA,NA,NA,NA,NA,Unspecified,NA,NA,NA,NA,NA,Liberia,NA,1,01-Jan,2014,NA,04-Apr,2015,NA,FALSE,NA,NA,FALSE,Unspecified,Reproduction number,Christian,1,1,0
1,525,Christian,5_Christian,15_Christian,Christian,15,5,Reproduction number (Basic R0),1.3,0,No units,NA,NA,Unspecified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,NA,Compartmental model,NA,FALSE,FALSE,NA,NA,NA,NA,NA,Unspecified,NA,NA,NA,NA,NA,Guinea,NA,1,01-Jan,2014,NA,12-Dec,2014,NA,FALSE,NA,NA,FALSE,Unspecified,Reproduction number,Christian,1,1,0
1,562,Rebecca Nash,32_Rebecca Nash,61_Rebecca Nash,Rebecca Nash,61,32,Human delay - other human delay (go to section),6,0,Per day,NA,NA,Median,NA,NA,3,8,Inter Quartile Range (IQR),NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Mid outbreak,NA,NA,Other;Region,TRUE,FALSE,NA,NA,NA,NA,NA,Both,Hospital based,Other,NA,79,249,Sierra Leone,Tonkolili district,12,09-Sep,2014,23,02-Feb,2015,NA,FALSE,Symptom Onset/Fever,Admission to Care/Hospitalisation,FALSE,Unspecified,Human delay,Rebecca Nash,1,1,0
1,562,Rebecca Nash,32_Rebecca Nash,62_Rebecca Nash,Rebecca Nash,62,32,Risk factors,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Mid outbreak,NA,NA,NA,FALSE,FALSE,Death,Age;Other;Sex,NA,Not significant,Not adjusted,Both,Hospital based,Other,NA,79,110,Sierra Leone,Tonkolili district,12,09-Sep,2014,23,02-Feb,2015,NA,FALSE,NA,NA,FALSE,Unspecified,Risk factors,Rebecca Nash,1,1,0
1,562,Rebecca Nash,32_Rebecca Nash,63_Rebecca Nash,Rebecca Nash,63,32,Severity - case fatality rate (CFR),44,0,Percentage (%),NA,NA,NA,NA,NA,NA,NA,NA,110,249,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Mid outbreak,Naive,NA,Age;Other;Region;Sex;Symptoms,TRUE,FALSE,NA,NA,NA,NA,NA,Both,Hospital based,Other,NA,79,249,Sierra Leone,Tonkolili district,12,09-Sep,2014,23,02-Feb,2015,NA,FALSE,NA,NA,FALSE,Unspecified,Severity,Rebecca Nash,1,1,0
1,562,Ruth,5_Ruth,28_Ruth,Ruth,28,5,Risk factors,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Mid outbreak,NA,NA,NA,FALSE,FALSE,Death,Other,NA,Significant,Not adjusted,Both,Hospital based,Other,NA,NA,110,Sierra Leone,Tonkolili,12,09-Sep,2014,23,02-Feb,2015,NA,FALSE,NA,NA,FALSE,Unspecified,Risk factors,Ruth,1,1,0
1,562,Ruth,5_Ruth,29_Ruth,Ruth,29,5,Risk factors,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Mid outbreak,NA,NA,NA,FALSE,FALSE,Death,Other,NA,Significant,Adjusted,Both,Hospital based,Other,NA,NA,110,Sierra Leone,Tonkolili,12,09-Sep,2014,23,02-Feb,2015,NA,FALSE,NA,NA,FALSE,Unspecified,Risk factors,Ruth,1,1,0
1,562,Ruth,5_Ruth,24_Ruth,Ruth,24,5,Risk factors,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Mid outbreak,NA,NA,NA,FALSE,FALSE,Other,Age;Other,NA,Not significant,Adjusted,Both,Hospital based,Other,NA,NA,249,Sierra Leone,Tonkolili,12,09-Sep,2014,23,02-Feb,2015,NA,FALSE,NA,NA,FALSE,Unspecified,Risk factors,Ruth,1,1,0
1,562,Ruth,5_Ruth,25_Ruth,Ruth,25,5,Risk factors,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Mid outbreak,NA,NA,NA,FALSE,FALSE,Other,Other,NA,Significant,Adjusted,Both,Hospital based,Other,NA,NA,249,Sierra Leone,Tonkolili,12,09-Sep,2014,23,02-Feb,2015,NA,FALSE,NA,NA,FALSE,Unspecified,Risk factors,Ruth,1,1,0
1,590,Jack,1_Jack,1_Jack,Jack,1,1,Reproduction number (Basic R0),2.06,0,No units,NA,NA,Unspecified,NA,NA,1.93,2.27,CI95%,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Start outbreak,NA,Other,NA,FALSE,FALSE,NA,NA,NA,NA,NA,Unspecified,NA,NA,NA,NA,NA,Liberia,NA,NA,NA,NA,7,09-Sep,2014,NA,FALSE,NA,NA,FALSE,Unspecified,Reproduction number,Jack,1,1,0
1,590,Jack,1_Jack,2_Jack,Jack,2,1,Reproduction number (Basic R0),1.24,0,No units,NA,NA,Unspecified,NA,NA,1.04,1.42,CI95%,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Start outbreak,NA,Other,NA,FALSE,FALSE,NA,NA,NA,NA,NA,Unspecified,NA,NA,NA,NA,NA,Guinea,NA,NA,NA,NA,7,09-Sep,2014,NA,FALSE,NA,NA,FALSE,Unspecified,Reproduction number,Jack,1,1,0
1,590,Jack,1_Jack,3_Jack,Jack,3,1,Reproduction number (Basic R0),1.71,0,No units,NA,NA,Unspecified,NA,NA,1.4,1.82,CI95%,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Start outbreak,NA,Other,NA,FALSE,FALSE,NA,NA,NA,NA,NA,Unspecified,NA,NA,NA,NA,NA,Sierra Leone,NA,NA,NA,NA,7,09-Sep,2014,NA,FALSE,NA,NA,FALSE,Unspecified,Reproduction number,Jack,1,1,0
1,654,Kelly McCain,6_Kelly McCain,2_Kelly McCain,Kelly McCain,2,6,Mutations â€“ substitution rate,3.6,-5,Substitutions/site/year,NA,NA,Mean,1.09,Standard Error (SE),NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Unspecified,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,Unspecified,Unspecified,NA,NA,NA,NA,"Nzara, Reston, Yambuku, Manila, Siena, Tai, Kikwit, Maridi",NA,NA,1967,NA,NA,1995,GP,FALSE,NA,NA,FALSE,Unspecified,Mutations,Kelly McCain,1,1,0
1,662,Ruth,1_Ruth,1_Ruth,Ruth,1,1,Severity - case fatality rate (CFR),53.5,0,Percentage (%),NA,NA,NA,NA,NA,49,58,CI95%,229,428,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Mid outbreak,Naive,NA,Other,TRUE,FALSE,NA,NA,NA,NA,NA,Both,NA,NA,NA,NA,428,Liberia,Bong County,21,03-Mar,2014,31,12-Dec,2014,NA,FALSE,NA,NA,FALSE,Unspecified,Severity,Ruth,1,1,0
1,662,Ruth,1_Ruth,2_Ruth,Ruth,2,1,Risk factors,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Mid outbreak,NA,NA,NA,FALSE,FALSE,Infection,Close contact;Funeral,NA,Significant,Unspecified,Both,NA,NA,NA,NA,321,Liberia,Bong County,21,03-Mar,2014,31,12-Dec,2014,NA,FALSE,NA,NA,FALSE,Unspecified,Risk factors,Ruth,1,1,0
1,662,Ruth,1_Ruth,3_Ruth,Ruth,3,1,Risk factors,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Mid outbreak,NA,NA,NA,FALSE,FALSE,Infection,Age;Sex,NA,Not significant,Unspecified,Both,NA,NA,NA,NA,321,Liberia,Bong County,21,03-Mar,2014,31,12-Dec,2014,NA,FALSE,NA,NA,FALSE,Unspecified,Risk factors,Ruth,1,1,0
1,662,Ruth,1_Ruth,4_Ruth,Ruth,4,1,Risk factors,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Mid outbreak,NA,NA,NA,FALSE,FALSE,Death,Age;Hospitalisation;Other;Sex,NA,Significant,Not adjusted,Both,NA,NA,NA,NA,374,Liberia,Bong County,21,03-Mar,2014,31,12-Dec,2014,NA,FALSE,NA,NA,FALSE,Unspecified,Risk factors,Ruth,1,1,0
1,662,Ruth,1_Ruth,5_Ruth,Ruth,5,1,Risk factors,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Mid outbreak,NA,NA,NA,FALSE,FALSE,Death,Other,NA,Not significant,Not adjusted,Both,NA,NA,NA,NA,374,Liberia,Bong County,21,03-Mar,2014,31,12-Dec,2014,NA,FALSE,NA,NA,FALSE,Unspecified,Risk factors,Ruth,1,1,0
1,662,Ruth,1_Ruth,6_Ruth,Ruth,6,1,Risk factors,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Mid outbreak,NA,NA,NA,FALSE,FALSE,Death,Hospitalisation;Other;Sex,NA,Significant,Adjusted,Both,NA,NA,NA,NA,374,Liberia,Bong County,21,03-Mar,2014,31,12-Dec,2014,NA,FALSE,NA,NA,FALSE,Unspecified,Risk factors,Ruth,1,1,0
1,662,Ruth,1_Ruth,7_Ruth,Ruth,7,1,Risk factors,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Mid outbreak,NA,NA,NA,FALSE,FALSE,Death,Other,NA,Not significant,Adjusted,Both,NA,NA,NA,NA,374,Liberia,Bong County,21,03-Mar,2014,31,12-Dec,2014,NA,FALSE,NA,NA,FALSE,Unspecified,Risk factors,Ruth,1,1,0
1,676,Ruth,2_Ruth,8_Ruth,Ruth,8,2,Growth rate (r),0.011,0,Unspecified,NA,NA,Unspecified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Mid outbreak,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,Unspecified,NA,NA,NA,NA,NA,Guinea,NA,22,03-Mar,2014,31,08-Aug,2014,NA,FALSE,NA,NA,FALSE,Unspecified,Other,Ruth,1,1,0
1,676,Ruth,2_Ruth,9_Ruth,Ruth,9,2,Doubling time,61,0,Days,NA,NA,Unspecified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Mid outbreak,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,Unspecified,NA,NA,NA,NA,NA,Guinea,NA,22,03-Mar,2014,31,08-Aug,2014,NA,FALSE,NA,NA,FALSE,Unspecified,Other,Ruth,1,1,0
1,676,Ruth,2_Ruth,10_Ruth,Ruth,10,2,Growth rate (r),0.048,0,Unspecified,NA,NA,Unspecified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Mid outbreak,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,Unspecified,NA,NA,NA,NA,NA,Liberia,NA,22,06-Jun,2014,31,08-Aug,2014,NA,FALSE,NA,NA,FALSE,Unspecified,Other,Ruth,1,1,0
1,676,Ruth,2_Ruth,11_Ruth,Ruth,11,2,Doubling time,14,0,Days,NA,NA,Unspecified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Mid outbreak,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,Unspecified,NA,NA,NA,NA,NA,Liberia,NA,22,06-Jun,2014,31,08-Aug,2014,NA,FALSE,NA,NA,FALSE,Unspecified,Other,Ruth,1,1,0
1,676,Ruth,2_Ruth,12_Ruth,Ruth,12,2,Growth rate (r),0.032,0,Unspecified,NA,NA,Unspecified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Mid outbreak,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,Unspecified,NA,NA,NA,NA,NA,Sierra Leone,NA,28,05-May,2014,31,08-Aug,2014,NA,FALSE,NA,NA,FALSE,Unspecified,Other,Ruth,1,1,0
1,676,Ruth,2_Ruth,13_Ruth,Ruth,13,2,Doubling time,21,0,Days,NA,NA,Unspecified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Mid outbreak,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,Unspecified,NA,NA,NA,NA,NA,Sierra Leone,NA,28,05-May,2014,31,08-Aug,2014,NA,FALSE,NA,NA,FALSE,Unspecified,Other,Ruth,1,1,0
1,700,Rebecca Nash,40_Rebecca Nash,94_Rebecca Nash,Rebecca Nash,94,40,Reproduction number (Basic R0),NA,0,No units,0.72,1.77,Unspecified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Mid outbreak,NA,Compartmental model,Time,TRUE,FALSE,NA,NA,NA,NA,NA,Unspecified,Population based,General population,NA,NA,NA,Sierra Leone,NA,27,May-05,2014,1,Jun-06,2015,NA,FALSE,NA,NA,FALSE,Unspecified,Reproduction number,Rebecca Nash,1,1,0
1,700,Rebecca Nash,40_Rebecca Nash,95_Rebecca Nash,Rebecca Nash,95,40,Reproduction number (Basic R0),NA,0,No units,0.85,1.22,Unspecified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Mid outbreak,NA,Compartmental model,Time,TRUE,FALSE,NA,NA,NA,NA,NA,Unspecified,Population based,General population,NA,NA,NA,Guinea,NA,27,May-05,2014,1,Jun-06,2015,NA,FALSE,NA,NA,FALSE,Unspecified,Reproduction number,Rebecca Nash,1,1,0
1,701,Sabine,5_Sabine,12_Sabine,Sabine,12,5,Reproduction number (Basic R0),1.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Mid outbreak,NA,Compartmental model,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sierra Leone,NA,27,05-May,2014,23,09-Sep,2014,NA,FALSE,NA,NA,FALSE,Unspecified,Reproduction number,Sabine,1,1,0
